Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
sg-tournament-abdominal-pad,SG Tournament Abdominal Pad,"<p>The SG Tournament Abdominal Guard offers reliable groin protection for cricketers at all levels. Made with a high-impact resistant poly protector and cushioned with a foam casing stuffed with cotton, this guard ensures both safety and comfort. Its slip-on design allows it to fit seamlessly into jock straps and briefs, making it easy to wear during long matches</p><p>High-impact resistant poly protector for secure groin protection.</p><p>High-impact resistant poly protector for enhanced safety.</p><p>Foam casing with cotton for enhanced comfort and durability</p><p>Slip-on design that easily fits into jock straps and briefs</p><p>Shaped to provide optimum protection during play</p><p>Available in adult, youth, and junior sizes to cater to all age groups</p><p>Contents : 1pc</p>",TeamSG,Cricket Protective Gear,Abdominal Pad,,,Size,Adult / White,,,,,SG01AB010002,,,,,,169.0,169.0,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_30ed9331-fada-4664-8b94-c39f5b614443.png?v=1752490622&width=1920,,,,SG Tournament Abdominal Pad,"The SG Tournament Abdominal Guard offers reliable groin protection for cricketers at all levels. Made with a high-impact resistant poly protector and cushioned with a foam casing stuffed with cotton, this guard ensures both safety and comfort. Its slip-on design allows it to fit seamlessly into jock straps and briefs, ",,,,,,,,,,,,169.0,169.0,,169.0,169.0,
sg-tournament-abdominal-pad,SG Tournament Abdominal Pad,"<p>The SG Tournament Abdominal Guard offers reliable groin protection for cricketers at all levels. Made with a high-impact resistant poly protector and cushioned with a foam casing stuffed with cotton, this guard ensures both safety and comfort. Its slip-on design allows it to fit seamlessly into jock straps and briefs, making it easy to wear during long matches</p><p>High-impact resistant poly protector for secure groin protection.</p><p>High-impact resistant poly protector for enhanced safety.</p><p>Foam casing with cotton for enhanced comfort and durability</p><p>Slip-on design that easily fits into jock straps and briefs</p><p>Shaped to provide optimum protection during play</p><p>Available in adult, youth, and junior sizes to cater to all age groups</p><p>Contents : 1pc</p>",TeamSG,Cricket Protective Gear,Abdominal Pad,,,Size,Youth / White,,,,,SG01AB010006,,,,,,159.0,159.0,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_30ed9331-fada-4664-8b94-c39f5b614443.png?v=1752490622&width=1920,,,,SG Tournament Abdominal Pad,"The SG Tournament Abdominal Guard offers reliable groin protection for cricketers at all levels. Made with a high-impact resistant poly protector and cushioned with a foam casing stuffed with cotton, this guard ensures both safety and comfort. Its slip-on design allows it to fit seamlessly into jock straps and briefs, ",,,,,,,,,,,,159.0,159.0,,159.0,159.0,
sg-tournament-abdominal-pad,SG Tournament Abdominal Pad,"<p>The SG Tournament Abdominal Guard offers reliable groin protection for cricketers at all levels. Made with a high-impact resistant poly protector and cushioned with a foam casing stuffed with cotton, this guard ensures both safety and comfort. Its slip-on design allows it to fit seamlessly into jock straps and briefs, making it easy to wear during long matches</p><p>High-impact resistant poly protector for secure groin protection.</p><p>High-impact resistant poly protector for enhanced safety.</p><p>Foam casing with cotton for enhanced comfort and durability</p><p>Slip-on design that easily fits into jock straps and briefs</p><p>Shaped to provide optimum protection during play</p><p>Available in adult, youth, and junior sizes to cater to all age groups</p><p>Contents : 1pc</p>",TeamSG,Cricket Protective Gear,Abdominal Pad,,,Size,Junior / White,,,,,SG01AB010007,,,,,,159.0,159.0,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_30ed9331-fada-4664-8b94-c39f5b614443.png?v=1752490622&width=1920,,,,SG Tournament Abdominal Pad,"The SG Tournament Abdominal Guard offers reliable groin protection for cricketers at all levels. Made with a high-impact resistant poly protector and cushioned with a foam casing stuffed with cotton, this guard ensures both safety and comfort. Its slip-on design allows it to fit seamlessly into jock straps and briefs, ",,,,,,,,,,,,159.0,159.0,,159.0,159.0,
sg-litevate-abdominal-pad,SG Litevate Abdominal Pad,"<p>The SG Litevate Abdominal Guard offers advanced groin protection with a unique design that includes rubber padding on the edges for enhanced safety. Built with a high-impact resistant poly protector, it ensures superior protection during intense play. This guard is shaped for optimal comfort and coverage, making it ideal for cricketers seeking both safety and performance.</p>",TeamSG,Protective Gear,Abdominal Guard,,,Size,Adult / White/Red,,,,,SG01AB010008,,,,,,229.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_20146b84-fd9d-4f90-a8dc-a70e4414c324.png?v=1752491367&width=1920,,,,SG Litevate Abdominal Pad,"The SG Litevate Abdominal Guard offers advanced groin protection with a unique design that includes rubber padding on the edges for enhanced safety. Built with a high-impact resistant poly protector, it ensures superior protection during intense play. This guard is shaped for optimal comfort and coverage, making it ideal for cricketers seeking both safety and performance.",,,,,,,,,,,,,,,,,
sg-litevate-abdominal-pad,SG Litevate Abdominal Pad,"<p>The SG Litevate Abdominal Guard offers advanced groin protection with a unique design that includes rubber padding on the edges for enhanced safety. Built with a high-impact resistant poly protector, it ensures superior protection during intense play. This guard is shaped for optimal comfort and coverage, making it ideal for cricketers seeking both safety and performance.</p>",TeamSG,Protective Gear,Abdominal Guard,,,Size,Youth / White/Red,,,,,SG01AB010009,,,,,,199.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_20146b84-fd9d-4f90-a8dc-a70e4414c324.png?v=1752491367&width=1920,,,,SG Litevate Abdominal Pad,"The SG Litevate Abdominal Guard offers advanced groin protection with a unique design that includes rubber padding on the edges for enhanced safety. Built with a high-impact resistant poly protector, it ensures superior protection during intense play. This guard is shaped for optimal comfort and coverage, making it ideal for cricketers seeking both safety and performance.",,,,,,,,,,,,,,,,,
sg-iball-ball-with-cord,SG iBall (ball with cord),<p>PVC ball with a cord Helps the batsman in practicing and mastering hand eye co-ordination Size: Thigh Circumference: 22.5 CM Quantity: (One) 1 Number</p>,TeamSG,Training Equipment,Ball with Cord,,,Size,22.5 CM,,,,,SG01AC020005,,,,,,319.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitleddesign_77.png?v=1733139144&width=1920,,,,SG iBall (ball with cord),PVC ball with a cord Helps the batsman in practicing and mastering hand eye co-ordination Size: Thigh Circumference: 22.5 CM Quantity: (One) 1 Number,,,,,,,,,,,,,,,,,
sg-umpire-counter,SG Umpire Counter,<p>Helps umpire in keeping track of the Number of balls bowled per over and for total of up to 99 overs Free Size: 0 Quantity: (One) 1 Number</p>,TeamSG,Umpiring Equipment,Umpire Counter,,,Size,0,,,,,SG01AC020008,,,,,,279.0,,,,,https://shop.teamsg.in/cdn/shop/products/IMG_7414-Umpire-Counter.jpg?v=1696580248&width=1920,,,,SG Umpire Counter,Helps umpire in keeping track of the Number of balls bowled per over and for total of up to 99 overs Free Size: 0 Quantity: (One) 1 Number,,,,,,,,,,,,,,,,,
sg-mini-bat,SG Mini Bat,<p>Ideal for souvenirs and to collect autographs Free Size: 0 Quantity: (One) 1 Number</p>,TeamSG,Training Equipment,Mini Bat,,,Size,0,,,,,SG01AC020006,,,,,,,,,,,https://shop.teamsg.in/cdn/shop/products/IMG_7414-Mini-Bat.jpg?v=1696580248&width=1920,,,,SG Mini Bat,Ideal for souvenirs and to collect autographs Free Size: 0 Quantity: (One) 1 Number,,,,,,,,,,,,,,,,,
sg-mini-bat,SG Mini Bat,<p>Ideal for souvenirs and to collect autographsFree Size: 0Quantity: (One) 1 Number</p>,TeamSG,,,,,,,,,,,SG01AC020014,,,,,,259.0,,,,,https://shop.teamsg.in/cdn/shop/products/Mini-Bat_without-sign.jpg?v=1696575443&width=1920,,,,SG Mini Bat,Ideal for souvenirs and to collect autographsFree Size: 0Quantity: (One) 1 Number,,,,,,,,,,,,,,,,,
sg-chevtech-multi-color-cricket-grip-3-pcs,SG Chevtech Multi color Cricket Grip (3 Pcs),<p>Soft feel grip with better shock absorptionType: Bat CareColour And Design May VarySize: Free SizeQuantity:\xa0 (Three) 3 Numbers</p>,TeamSG,,,,,,,,,,,SG01AC020015,,,,,,499.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_cbedf00f-4dac-4775-99f0-34e3da8a285b.png?v=1752653065&width=1920,,,,SG Chevtech Multi color Cricket Grip (3 Pcs),Soft feel grip with better shock absorption Type: Bat Care Colour And Design May Vary Size: Free Size Quantity:\xa0 (Three) 3 Numbers,,,,,,,,,,,,,,,,,
sg-chevtech-multi-color-cricket-grip-1-pcs,SG Chevtech Multi color Cricket Grip (1 Pcs),"<p>A cricket bat grip is an essential component for any cricketer, providing both comfort and control during batting SG uses premium Quality Material of the Cricket Grip please consider as per the cricket bat size.Material: Cricket bat grips are typically made from a durable and textured rubber material. This material ensures a firm grip even in sweaty conditions and provides excellent shock absorption.Color and Style: Cricket bat grips come in a variety of colors and styles, allowing players to personalize their bats according to their preferences or team colors.Improved grip: The textured surface of the grip ensures a secure hold on the bat handle, reducing the risk of slipping during batting strokes.Comfort: The cushioning provided by the grip absorbs shock and vibrations, reducing strain on the hands and wrists during long innings.Control: A well-fitted grip enhances the player's control over the bat, allowing for precise shot-making and better overall performance.Size: SHQuantity: (One) 1 Number</p>",TeamSG,,,,,,,,,,,SG01AC020016,,,,,,179.0,,,,,https://shop.teamsg.in/cdn/shop/products/Grip-Bat_Chevtec-single-1.jpg?v=1697612525&width=1920,,,,SG Chevtech Multi color Cricket Grip (1 Pcs),"A cricket bat grip is an essential component for any cricketer, providing both comfort and control during batting SG uses premium Quality Material of the Cricket Grip please consider as per the cricket bat size. Material: Cricket bat grips are typically made from a durable and textured rubber material. This material en",,,,,,,,,,,,,,,,,
sg-fielding-shin-guard,SG Fielding Shin Guard,<p>Made from high quality PVC facingDeeper instep with a compact and wrap around fitHigh density foam and thermoplastic polyurethaneMesh lining inside for a comfort feelSize: 44-46 CMQuantity: One Pair / (Two) 2 Numbers</p>,TeamSG,,,,,,,,,,,,,,,,,,,,,,https://shop.teamsg.in/cdn/shop/products/Shin-Guard-3.jpg?v=1696574870&width=1920,,,,SG Fielding Shin Guard,Made from high quality PVC facing Deeper instep with a compact and wrap around fit High density foam and thermoplastic polyurethane Mesh lining inside for a comfort feel Size: 44-46 CM Quantity: One Pair / (Two) 2 Numbers,,,,,,,,,,,,,,,,,
sg-fielding-shin-guard,SG Fielding Shin Guard,<p>Shin guard with mesh lining for comfort</p>,TeamSG,Cricket Equipment,Shin Guard,,,Size,44-46 CM,,,,,SG01AC020022,,,,,,1249.0,,,,,https://shop.teamsg.in/cdn/shop/products/Fielding-Shin-Guard.jpg?v=1696574718&width=1920,,,,SG Fielding Shin Guard,Shin guard with mesh lining for comfort,,,,,,,,,,,,,,,,,
sg-catch-bat,SG Catch Bat,<p>Bat with HD foam laminated on the face</p>,TeamSG,Cricket Equipment,Bat,,,Size,68CM,,,,,SG01AC020024,,,,,,1449.0,,,,,https://shop.teamsg.in/cdn/shop/products/Catch-Bat.jpg?v=1696574718&width=1920,,,,SG Catch Bat,Bat with HD foam laminated on the face,,,,,,,,,,,,,,,,,
sg-chevtech-multi-color-cricket-grip,SG Chevtech Multi color Cricket Grip (3 Pcs),<p>Soft feel grip with better shock absorption</p>,TeamSG,Cricket Equipment,Grip,,,Size,Free Size,,,,,SG01AC020015,,,,,,499.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_cbedf00f-4dac-4775-99f0-34e3da8a285b.png?v=1752653065&width=1920,,,,SG Chevtech Multi color Cricket Grip (3 Pcs),Soft feel grip with better shock absorption,,,,,,,,,,,,,,,,,
sg-maxilite-ult-batting-gloves,SG Maxilite ULT Batting gloves,<p>The SG MAXILITE ULT Batting Gloves are engineered for cricket players seeking lightweight performance without compromising on protection.</p>,TeamSG,Cricket Equipment,Batting Gloves,,,Size,Adult,,,,,SG01BA040052,,,,,,,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_49619037-6e4e-444d-8cc8-cbae80c591dd.png?v=1752063486&width=1920,,,,SG Maxilite ULT Batting gloves,The SG MAXILITE ULT Batting Gloves are engineered for cricket players seeking lightweight performance without compromising on protection.,,,,,,,,,,,,,,,,,
sg-maxilite-ult-batting-gloves,SG Maxilite ULT Batting gloves,"<p>The SG MAXILITE ULT Batting Gloves are engineered for cricket players seeking lightweight performance without compromising on protection. Designed with an additional leather patch on hard-wearing areas, these gloves ensure long-lasting durability. The imported PU finger rolls, combined with lightweight HD foam, provide excellent cushioning and flexibility. The split thumb and three-piece side bar protection on the bottom hand offer superior support, while the thermoplastic polyurethane shell on the first two fingers adds an extra layer of protection. The sponge-padded spacer mesh back ensures a comfortable and secure fit, and the nylon gusset enhances breathability.</p>",TeamSG,Cricket Gloves,Batting Gloves,,,Size,S.Adult / rh,,,,,SG01BA040052,,,,,,3569.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_49619037-6e4e-444d-8cc8-cbae80c591dd.png?v=1752063486&width=1920,,,,SG Maxilite ULT Batting gloves,"The SG MAXILITE ULT Batting Gloves are engineered for cricket players seeking lightweight performance without compromising on protection. Designed with an additional leather patch on hard-wearing areas, these gloves ensure long-lasting durability. The imported PU finger rolls, combined with lightweight HD foam, provide",,,,,,,,,,,,,,,,,
sg-maxilite-ult-batting-gloves,SG Maxilite ULT Batting gloves,"<p>The SG MAXILITE ULT Batting Gloves are engineered for cricket players seeking lightweight performance without compromising on protection. Designed with an additional leather patch on hard-wearing areas, these gloves ensure long-lasting durability. The imported PU finger rolls, combined with lightweight HD foam, provide excellent cushioning and flexibility. The split thumb and three-piece side bar protection on the bottom hand offer superior support, while the thermoplastic polyurethane shell on the first two fingers adds an extra layer of protection. The sponge-padded spacer mesh back ensures a comfortable and secure fit, and the nylon gusset enhances breathability.</p>",TeamSG,Cricket Gloves,Batting Gloves,,,Size,S.Adult / lh,,,,,SG01BA040112,,,,,,3569.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_49619037-6e4e-444d-8cc8-cbae80c591dd.png?v=1752063486&width=1920,,,,SG Maxilite ULT Batting gloves,"The SG MAXILITE ULT Batting Gloves are engineered for cricket players seeking lightweight performance without compromising on protection. Designed with an additional leather patch on hard-wearing areas, these gloves ensure long-lasting durability. The imported PU finger rolls, combined with lightweight HD foam, provide",,,,,,,,,,,,,,,,,
sg-maxilite-ult-batting-gloves,SG Maxilite ULT Batting gloves,"<p>The SG MAXILITE ULT Batting Gloves are engineered for cricket players seeking lightweight performance without compromising on protection. Designed with an additional leather patch on hard-wearing areas, these gloves ensure long-lasting durability. The imported PU finger rolls, combined with lightweight HD foam, provide excellent cushioning and flexibility. The split thumb and three-piece side bar protection on the bottom hand offer superior support, while the thermoplastic polyurethane shell on the first two fingers adds an extra layer of protection. The sponge-padded spacer mesh back ensures a comfortable and secure fit, and the nylon gusset enhances breathability.</p>",TeamSG,Cricket Gloves,Batting Gloves,,,Size,Adult / rh,,,,,SG01BA040034,,,,,,3569.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_49619037-6e4e-444d-8cc8-cbae80c591dd.png?v=1752063486&width=1920,,,,SG Maxilite ULT Batting gloves,"The SG MAXILITE ULT Batting Gloves are engineered for cricket players seeking lightweight performance without compromising on protection. Designed with an additional leather patch on hard-wearing areas, these gloves ensure long-lasting durability. The imported PU finger rolls, combined with lightweight HD foam, provide",,,,,,,,,,,,,,,,,
sg-maxilite-ult-batting-gloves,SG Maxilite ULT Batting gloves,"<p>The SG MAXILITE ULT Batting Gloves are engineered for cricket players seeking lightweight performance without compromising on protection. Designed with an additional leather patch on hard-wearing areas, these gloves ensure long-lasting durability. The imported PU finger rolls, combined with lightweight HD foam, provide excellent cushioning and flexibility. The split thumb and three-piece side bar protection on the bottom hand offer superior support, while the thermoplastic polyurethane shell on the first two fingers adds an extra layer of protection. The sponge-padded spacer mesh back ensures a comfortable and secure fit, and the nylon gusset enhances breathability.</p>",TeamSG,Cricket Gloves,Batting Gloves,,,Size,Adult / lh,,,,,SG01BA040094,,,,,,3569.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_49619037-6e4e-444d-8cc8-cbae80c591dd.png?v=1752063486&width=1920,,,,SG Maxilite ULT Batting gloves,"The SG MAXILITE ULT Batting Gloves are engineered for cricket players seeking lightweight performance without compromising on protection. Designed with an additional leather patch on hard-wearing areas, these gloves ensure long-lasting durability. The imported PU finger rolls, combined with lightweight HD foam, provide",,,,,,,,,,,,,,,,,
sg-savage-lite-batting-gloves,SG Savage Lite Batting gloves,"<p>The SG SAVAGE LITE Batting Gloves are designed for cricket players who demand top-tier performance, durability, and comfort. Made with high-quality sheep leather palms, these gloves offer an exceptional grip and long-lasting wear. The rounded captain plastic on the first two fingers of the bottom hand, combined with a thermoplastic polyurethane shell across all fingers, ensures superior protection. An additional leather patch on hard-wearing areas ensures long-lasting durability.</p>",TeamSG,Cricket Gloves,Batting Gloves,,,Size,,,,,,,,,,,,,,,,,,,,,SG Savage Lite Batting gloves,"The SG SAVAGE LITE Batting Gloves are designed for cricket players who demand top-tier performance, durability, and comfort. Made with high-quality sheep leather palms, these gloves offer an exceptional grip and long-lasting wear. The rounded captain plastic on the first two fingers of the bottom hand, combined with a thermoplastic polyurethane shell across all fingers, ensures superior protection. An additional leather patch on hard-wearing areas ensures long-lasting durability.",,,,,,,,,,,,,,,,,
sg-savage-lite-batting-gloves-adult-rh,SG Savage Lite Batting gloves - Adult / rh,"<p>The SG SAVAGE LITE Batting Gloves are designed for cricket players who demand top-tier performance, durability, and comfort. Made with high-quality sheep leather palms, these gloves offer an exceptional grip and long-lasting wear. The rounded captain plastic on the first two fingers of the bottom hand, combined with a thermoplastic polyurethane shell across all fingers, ensures superior protection. An additional leather patch on hard-wearing areas enhances durability, while imported PU and lightweight HD foam finger rolls provide excellent cushioning and flexibility. The split thumb top section with extra fiber protection and three-piece side bar protection on the bottom hand offer added safety. The sponge-padded spacer mesh back ensures a snug and comfortable fit, and the nylon gusset promotes ventilation to keep hands cool.</p><p>Premium Sheep Leather Palm: High-quality leather ensures durability and a superior grip.</p><p>Advanced Finger Protection: Rounded captain plastic and thermoplastic polyurethane shell across all fingers for maximum safety.</p><p>Durable Design: Additional leather patch on hard-wearing areas for extended lifespan.</p><p>Comfortable Fit: Sponge-padded spacer mesh back and nylon gusset for breathability and a snug fit.</p><p>Multiple Size Options: Available in Adult, S. Adult, Youth, and Junior sizes to suit players of all ages.</p>",TeamSG,Cricket Gloves,Batting Gloves,,,Size,Adult / rh,,,,,SG01BA040205,,,,,,2909.0,2909.0,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_30707e4d-e425-4e9b-8e42-1d7706ba3a40.png?v=1751974540&width=1920,,,,SG Savage Lite Batting gloves,"The SG SAVAGE LITE Batting Gloves are designed for cricket players who demand top-tier performance, durability, and comfort. Made with high-quality sheep leather palms, these gloves offer an exceptional grip and long-lasting wear. The rounded captain plastic on the first two fingers of the bottom hand, combined with a ",,,,,,,,,,,,,,,,,
sg-savage-lite-batting-gloves-adult-lh,SG Savage Lite Batting gloves - Adult / lh,"<p>The SG SAVAGE LITE Batting Gloves are designed for cricket players who demand top-tier performance, durability, and comfort. Made with high-quality sheep leather palms, these gloves offer an exceptional grip and long-lasting wear. The rounded captain plastic on the first two fingers of the bottom hand, combined with a thermoplastic polyurethane shell across all fingers, ensures superior protection. An additional leather patch on hard-wearing areas enhances durability, while imported PU and lightweight HD foam finger rolls provide excellent cushioning and flexibility. The split thumb top section with extra fiber protection and three-piece side bar protection on the bottom hand offer added safety. The sponge-padded spacer mesh back ensures a snug and comfortable fit, and the nylon gusset promotes ventilation to keep hands cool.</p><p>Premium Sheep Leather Palm: High-quality leather ensures durability and a superior grip.</p><p>Advanced Finger Protection: Rounded captain plastic and thermoplastic polyurethane shell across all fingers for maximum safety.</p><p>Durable Design: Additional leather patch on hard-wearing areas for extended lifespan.</p><p>Comfortable Fit: Sponge-padded spacer mesh back and nylon gusset for breathability and a snug fit.</p><p>Multiple Size Options: Available in Adult, S. Adult, Youth, and Junior sizes to suit players of all ages.</p>",TeamSG,Cricket Gloves,Batting Gloves,,,Size,Adult / lh,,,,,SG01BA040206,,,,,,2909.0,2909.0,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_30707e4d-e425-4e9b-8e42-1d7706ba3a40.png?v=1751974540&width=1920,,,,SG Savage Lite Batting gloves,"The SG SAVAGE LITE Batting Gloves are designed for cricket players who demand top-tier performance, durability, and comfort. Made with high-quality sheep leather palms, these gloves offer an exceptional grip and long-lasting wear. The rounded captain plastic on the first two fingers of the bottom hand, combined with a ",,,,,,,,,,,,,,,,,
sg-savage-lite-batting-gloves-s-adult-rh,SG Savage Lite Batting gloves - S.Adult / rh,"<p>The SG SAVAGE LITE Batting Gloves are designed for cricket players who demand top-tier performance, durability, and comfort. Made with high-quality sheep leather palms, these gloves offer an exceptional grip and long-lasting wear. The rounded captain plastic on the first two fingers of the bottom hand, combined with a thermoplastic polyurethane shell across all fingers, ensures superior protection. An additional leather patch on hard-wearing areas enhances durability, while imported PU and lightweight HD foam finger rolls provide excellent cushioning and flexibility. The split thumb top section with extra fiber protection and three-piece side bar protection on the bottom hand offer added safety. The sponge-padded spacer mesh back ensures a snug and comfortable fit, and the nylon gusset promotes ventilation to keep hands cool.</p><p>Premium Sheep Leather Palm: High-quality leather ensures durability and a superior grip.</p><p>Advanced Finger Protection: Rounded captain plastic and thermoplastic polyurethane shell across all fingers for maximum safety.</p><p>Durable Design: Additional leather patch on hard-wearing areas for extended lifespan.</p><p>Comfortable Fit: Sponge-padded spacer mesh back and nylon gusset for breathability and a snug fit.</p><p>Multiple Size Options: Available in Adult, S. Adult, Youth, and Junior sizes to suit players of all ages.</p>",TeamSG,Cricket Gloves,Batting Gloves,,,Size,S.Adult / rh,,,,,SG01BA040207,,,,,,2909.0,2909.0,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_30707e4d-e425-4e9b-8e42-1d7706ba3a40.png?v=1751974540&width=1920,,,,SG Savage Lite Batting gloves,"The SG SAVAGE LITE Batting Gloves are designed for cricket players who demand top-tier performance, durability, and comfort. Made with high-quality sheep leather palms, these gloves offer an exceptional grip and long-lasting wear. The rounded captain plastic on the first two fingers of the bottom hand, combined with a ",,,,,,,,,,,,,,,,,
sg-savage-lite-batting-gloves-s-adult-lh,SG Savage Lite Batting gloves - S.Adult / lh,"<p>The SG SAVAGE LITE Batting Gloves are designed for cricket players who demand top-tier performance, durability, and comfort. Made with high-quality sheep leather palms, these gloves offer an exceptional grip and long-lasting wear. The rounded captain plastic on the first two fingers of the bottom hand, combined with a thermoplastic polyurethane shell across all fingers, ensures superior protection. An additional leather patch on hard-wearing areas enhances durability, while imported PU and lightweight HD foam finger rolls provide excellent cushioning and flexibility. The split thumb top section with extra fiber protection and three-piece side bar protection on the bottom hand offer added safety. The sponge-padded spacer mesh back ensures a snug and comfortable fit, and the nylon gusset promotes ventilation to keep hands cool.</p><p>Premium Sheep Leather Palm: High-quality leather ensures durability and a superior grip.</p><p>Advanced Finger Protection: Rounded captain plastic and thermoplastic polyurethane shell across all fingers for maximum safety.</p><p>Durable Design: Additional leather patch on hard-wearing areas for extended lifespan.</p><p>Comfortable Fit: Sponge-padded spacer mesh back and nylon gusset for breathability and a snug fit.</p><p>Multiple Size Options: Available in Adult, S. Adult, Youth, and Junior sizes to suit players of all ages.</p>",TeamSG,Cricket Gloves,Batting Gloves,,,Size,S.Adult / lh,,,,,SG01BA040208,,,,,,2909.0,2909.0,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_30707e4d-e425-4e9b-8e42-1d7706ba3a40.png?v=1751974540&width=1920,,,,SG Savage Lite Batting gloves,"The SG SAVAGE LITE Batting Gloves are designed for cricket players who demand top-tier performance, durability, and comfort. Made with high-quality sheep leather palms, these gloves offer an exceptional grip and long-lasting wear. The rounded captain plastic on the first two fingers of the bottom hand, combined with a ",,,,,,,,,,,,,,,,,
sg-savage-lite-batting-gloves-youth-rh,SG Savage Lite Batting gloves - Youth / rh,"<p>The SG SAVAGE LITE Batting Gloves are designed for cricket players who demand top-tier performance, durability, and comfort. Made with high-quality sheep leather palms, these gloves offer an exceptional grip and long-lasting wear. The rounded captain plastic on the first two fingers of the bottom hand, combined with a thermoplastic polyurethane shell across all fingers, ensures superior protection. An additional leather patch on hard-wearing areas enhances durability, while imported PU and lightweight HD foam finger rolls provide excellent cushioning and flexibility. The split thumb top section with extra fiber protection and three-piece side bar protection on the bottom hand offer added safety. The sponge-padded spacer mesh back ensures a snug and comfortable fit, and the nylon gusset promotes ventilation to keep hands cool.</p><p>Premium Sheep Leather Palm: High-quality leather ensures durability and a superior grip.</p><p>Advanced Finger Protection: Rounded captain plastic and thermoplastic polyurethane shell across all fingers for maximum safety.</p><p>Durable Design: Additional leather patch on hard-wearing areas for extended lifespan.</p><p>Comfortable Fit: Sponge-padded spacer mesh back and nylon gusset for breathability and a snug fit.</p><p>Multiple Size Options: Available in Adult, S. Adult, Youth, and Junior sizes to suit players of all ages.</p>",TeamSG,Cricket Gloves,Batting Gloves,,,Size,Youth / rh,,,,,SG01BA040209,,,,,,2719.0,2719.0,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_30707e4d-e425-4e9b-8e42-1d7706ba3a40.png?v=1751974540&width=1920,,,,SG Savage Lite Batting gloves,"The SG SAVAGE LITE Batting Gloves are designed for cricket players who demand top-tier performance, durability, and comfort. Made with high-quality sheep leather palms, these gloves offer an exceptional grip and long-lasting wear. The rounded captain plastic on the first two fingers of the bottom hand, combined with a ",,,,,,,,,,,,,,,,,
sg-savage-lite-batting-gloves-youth-lh,SG Savage Lite Batting gloves - Youth / lh,"<p>The SG SAVAGE LITE Batting Gloves are designed for cricket players who demand top-tier performance, durability, and comfort. Made with high-quality sheep leather palms, these gloves offer an exceptional grip and long-lasting wear. The rounded captain plastic on the first two fingers of the bottom hand, combined with a thermoplastic polyurethane shell across all fingers, ensures superior protection. An additional leather patch on hard-wearing areas enhances durability, while imported PU and lightweight HD foam finger rolls provide excellent cushioning and flexibility. The split thumb top section with extra fiber protection and three-piece side bar protection on the bottom hand offer added safety. The sponge-padded spacer mesh back ensures a snug and comfortable fit, and the nylon gusset promotes ventilation to keep hands cool.</p><p>Premium Sheep Leather Palm: High-quality leather ensures durability and a superior grip.</p><p>Advanced Finger Protection: Rounded captain plastic and thermoplastic polyurethane shell across all fingers for maximum safety.</p><p>Durable Design: Additional leather patch on hard-wearing areas for extended lifespan.</p><p>Comfortable Fit: Sponge-padded spacer mesh back and nylon gusset for breathability and a snug fit.</p><p>Multiple Size Options: Available in Adult, S. Adult, Youth, and Junior sizes to suit players of all ages.</p>",TeamSG,Cricket Gloves,Batting Gloves,,,Size,Youth / lh,,,,,SG01BA040210,,,,,,2719.0,2719.0,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_30707e4d-e425-4e9b-8e42-1d7706ba3a40.png?v=1751974540&width=1920,,,,SG Savage Lite Batting gloves,"The SG SAVAGE LITE Batting Gloves are designed for cricket players who demand top-tier performance, durability, and comfort. Made with high-quality sheep leather palms, these gloves offer an exceptional grip and long-lasting wear. The rounded captain plastic on the first two fingers of the bottom hand, combined with a ",,,,,,,,,,,,,,,,,
