Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
sg-tournament-white-cricket-leather-ball,SG Tournament White Cricket Leather Ball,"<p>Designed to perform reliably in all weather conditions. Good quality centre construction encased with layers of top quality 4-piece design for superior shape retention, consistent bounce, and exceptional seam stability Pronounced seam to promote better swing, bounce and spin</p>",TeamSG,Cricket Balls,Leather Ball,,,Size,Adult,,,,,SG01DI240140,,,,,,1969.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_3_7eb44fd7-35b0-475d-9761-0c08e9e56f28.png?v=1751957372&width=1920,,,,SG Tournament White Cricket Leather Ball,"Built for limited-over formats, this premium alum-tanned leather ball delivers consistent performance across all weather conditions. With a durable 4-piece design, superior core, and waterproof finish, it ensures lasting shape, bounce, and seam stability. The Tournament White is a premium quality four-piece ball made f",,,,,,,,,,,,,,,,,
sg-combo-ultimate-junior-thigh-pad,SG Combo Ultimate Junior Thigh Pad,"<p>SG Ultimate Combo Cricket Thigh Guard Made from premium quality ultra high density foam, pre-shaped in PU casing Premium quality elastic waist and thigh straps for comfortable fit The interior is lined with soft, absorbent fabric that wicks away sweat, keeping you dry and comfortable throughout your innings Combination of Thigh pad and Inner thigh pad for all round protection Provides comprehensive protection for batsmen against high-velocity deliveries targeting the upper leg</p>",TeamSG,Cricket Protective Gear,Thigh Guard,,,Size,S.Junior / rh,,,,,SG01DI270319,,,,,,1689.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_d9870f82-973d-480c-8c17-3b72a27994d3.png?v=1752488063&width=1920,,,,SG Combo Ultimate Junior Thigh Pad,"SG Ultimate Combo Cricket Thigh Guard Made from premium quality ultra high density foam, pre-shaped in PU casing Premium quality elastic waist and thigh straps for comfortable fit The interior is lined with soft, absorbent fabric that wicks away sweat, keeping you dry and comfortable throughout your innings Combination of Thigh pad and Inner thigh pad for all round protection Provides comprehensive protection for batsmen against high-velocity deliveries targeting the upper leg",,,,,,,,,,,,,,,,,
sg-combo-ultimate-junior-thigh-pad,SG Combo Ultimate Junior Thigh Pad,"<p>SG Ultimate Combo Cricket Thigh Guard Made from premium quality ultra high density foam, pre-shaped in PU casing Premium quality elastic waist and thigh straps for comfortable fit The interior is lined with soft, absorbent fabric that wicks away sweat, keeping you dry and comfortable throughout your innings Combination of Thigh pad and Inner thigh pad for all round protection Provides comprehensive protection for batsmen against high-velocity deliveries targeting the upper leg</p>",TeamSG,Cricket Protective Gear,Thigh Guard,,,Size,S.Junior / lh,,,,,SG01DI270334,,,,,,1689.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_d9870f82-973d-480c-8c17-3b72a27994d3.png?v=1752488063&width=1920,,,,SG Combo Ultimate Junior Thigh Pad,"SG Ultimate Combo Cricket Thigh Guard Made from premium quality ultra high density foam, pre-shaped in PU casing Premium quality elastic waist and thigh straps for comfortable fit The interior is lined with soft, absorbent fabric that wicks away sweat, keeping you dry and comfortable throughout your innings Combination of Thigh pad and Inner thigh pad for all round protection Provides comprehensive protection for batsmen against high-velocity deliveries targeting the upper leg",,,,,,,,,,,,,,,,,
sg-super-test-cricket-batting-elbow-guard,SG Super Test cricket batting elbow guard,"<p>Mead From Premium quality light weight low density foam. Pre-shaped in a spandex casing giving a perfect fit around the elbow. Pre-shaped in a spandex casing giving a perfect fit around the elbow. Available for size Adult ,Youth. Size:\xa0Youth: 21CM Elbow CircumferenceAdult : 25- 28 CM Elbow Circumference Quantity: (One) 1 Number</p>",TeamSG,Cricket Protective Gear,Elbow Guard,,,Size,Youth,,,,,SG01CO100015,,,,,,319.0,,,,,https://shop.teamsg.in/cdn/shop/files/1_07d46bc9-0350-4261-9811-a088fd494d28.png?v=1720242106&width=1920,,,,SG Super Test cricket batting elbow guard,"Mead From Premium quality light weight low density foam. Pre-shaped in a spandex casing giving a perfect fit around the elbow. Pre-shaped in a spandex casing giving a perfect fit around the elbow. Available for size Adult ,Youth. Size:\xa0Youth: 21CM Elbow CircumferenceAdult : 25- 28 CM Elbow Circumference Quantity: (One) 1 Number",,,,,,,,,,,,,,,,,
sg-super-test-cricket-batting-elbow-guard,SG Super Test cricket batting elbow guard,"<p>Mead From Premium quality light weight low density foam. Pre-shaped in a spandex casing giving a perfect fit around the elbow. Pre-shaped in a spandex casing giving a perfect fit around the elbow. Available for size Adult ,Youth. Size:\xa0Youth: 21CM Elbow CircumferenceAdult : 25- 28 CM Elbow Circumference Quantity: (One) 1 Number</p>",TeamSG,Cricket Protective Gear,Elbow Guard,,,Size,Adult,,,,,SG01CO100016,,,,,,319.0,,,,,https://shop.teamsg.in/cdn/shop/files/1_07d46bc9-0350-4261-9811-a088fd494d28.png?v=1720242106&width=1920,,,,SG Super Test cricket batting elbow guard,"Mead From Premium quality light weight low density foam. Pre-shaped in a spandex casing giving a perfect fit around the elbow. Pre-shaped in a spandex casing giving a perfect fit around the elbow. Available for size Adult ,Youth. Size:\xa0Youth: 21CM Elbow CircumferenceAdult : 25- 28 CM Elbow Circumference Quantity: (One) 1 Number",,,,,,,,,,,,,,,,,
sg-test-elbow-guard,SG Test Elbow Guard,"<p>Size:Junior dimensions: 24 CM Elbow CircumferenceJunior dimensions: 23 CM Elbow CircumferenceYouth dimensions: 27 CM Elbow Circumference

Quantity: (One) 1 Number</p>",TeamSG,Elbow Guards,Cricket,,,Size,Junior,,,,,SG01CO100017,,,,,,229.0,229.0,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_32.png?v=1744199921&width=1920,,,,SG Test Elbow Guard,"Size:Junior dimensions: 24 CM Elbow CircumferenceJunior dimensions: 23 CM Elbow CircumferenceYouth dimensions: 27 CM Elbow Circumference 

Quantity: (One) 1 Number",,,,,,,,,,,,,,,,,
sg-test-elbow-guard,SG Test Elbow Guard,"<p>Size:Junior dimensions: 24 CM Elbow CircumferenceJunior dimensions: 23 CM Elbow CircumferenceYouth dimensions: 27 CM Elbow Circumference

Quantity: (One) 1 Number</p>",TeamSG,Elbow Guards,Cricket,,,Size,S.Junior,,,,,SG01CO100018,,,,,,229.0,229.0,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_32.png?v=1744199921&width=1920,,,,SG Test Elbow Guard,"Size:Junior dimensions: 24 CM Elbow CircumferenceJunior dimensions: 23 CM Elbow CircumferenceYouth dimensions: 27 CM Elbow Circumference 

Quantity: (One) 1 Number",,,,,,,,,,,,,,,,,
sg-test-elbow-guard,SG Test Elbow Guard,"<p>Size:Junior dimensions: 24 CM Elbow CircumferenceJunior dimensions: 23 CM Elbow CircumferenceYouth dimensions: 27 CM Elbow Circumference

Quantity: (One) 1 Number</p>",TeamSG,Elbow Guards,Cricket,,,Size,Youth,,,,,SG01CO100020,,,,,,229.0,229.0,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_32.png?v=1744199921&width=1920,,,,SG Test Elbow Guard,"Size:Junior dimensions: 24 CM Elbow CircumferenceJunior dimensions: 23 CM Elbow CircumferenceYouth dimensions: 27 CM Elbow Circumference 

Quantity: (One) 1 Number",,,,,,,,,,,,,,,,,
sg-test-elbow-guard-jr,SG Test Elbow Guard Jr,"<p>SG Test Cricket Elbow Guard. Lightweight, impact-resistant, and designed for ultimate comfort

Provides superior impact absorption and shock dispersion
Ensures minimal restriction of movement and maximum comfort
Prevent sweat build-up and keep you cool and dry
Offer a secure and customized fit for all arm sizes
</p>",TeamSG,Elbow Guards,Cricket,,,Size,Adult,,,,,SG01EL320002,,,,,,279.0,279.0,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_aefb7e59-b37a-401d-a2e3-bb8944ca3127.png?v=1752475269&width=1920,,,,SG Test Elbow Guard Jr,"SG Test Cricket Elbow Guard. Lightweight, impact-resistant, and designed for ultimate comfort Provides superior impact absorption and shock dispersion Ensures minimal restriction of movement and maximum comfort Prevent sweat build-up and keep you cool and dry Offer a secure and customized fit for all arm sizes",,,,,,,,,,,,,,,,,
sg-test-elbow-guard-jr,SG Test Elbow Guard Jr,"<p>SG Test Cricket Elbow Guard. Lightweight, impact-resistant, and designed for ultimate comfort

Provides superior impact absorption and shock dispersion
Ensures minimal restriction of movement and maximum comfort
Prevent sweat build-up and keep you cool and dry
Offer a secure and customized fit for all arm sizes
</p>",TeamSG,Elbow Guards,Cricket,,,Size,Youth,,,,,SG01EL320003,,,,,,229.0,229.0,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_aefb7e59-b37a-401d-a2e3-bb8944ca3127.png?v=1752475269&width=1920,,,,SG Test Elbow Guard Jr,"SG Test Cricket Elbow Guard. Lightweight, impact-resistant, and designed for ultimate comfort Provides superior impact absorption and shock dispersion Ensures minimal restriction of movement and maximum comfort Prevent sweat build-up and keep you cool and dry Offer a secure and customized fit for all arm sizes",,,,,,,,,,,,,,,,,
sg-test-elbow-guard-jr,SG Test Elbow Guard Jr,"<p>SG Test Cricket Elbow Guard. Lightweight, impact-resistant, and designed for ultimate comfort

Provides superior impact absorption and shock dispersion
Ensures minimal restriction of movement and maximum comfort
Prevent sweat build-up and keep you cool and dry
Offer a secure and customized fit for all arm sizes
</p>",TeamSG,Elbow Guards,Cricket,,,Size,Junior,,,,,SG01EL320004,,,,,,229.0,229.0,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_aefb7e59-b37a-401d-a2e3-bb8944ca3127.png?v=1752475269&width=1920,,,,SG Test Elbow Guard Jr,"SG Test Cricket Elbow Guard. Lightweight, impact-resistant, and designed for ultimate comfort Provides superior impact absorption and shock dispersion Ensures minimal restriction of movement and maximum comfort Prevent sweat build-up and keep you cool and dry Offer a secure and customized fit for all arm sizes",,,,,,,,,,,,,,,,,
radix-2,SG Radix cricket batting elbow guard,"<p>Made from premium quality high density foam Pre-shaped in linen casing with high quality PU.

Soft absorbent toweled back.

Solid thermoplastic polyurethane insert in front for added protection.

Towel and fine elastic hook and loop straps.

Available in size Adult.

Size:

Circumference : 25 - 28 CM

Quantity: (One) 1 Number
</p>",TeamSG,Elbow Guards,Cricket,,,Size,Adult,,,,,SG01EL320001,,,,,,369.0,369.0,,,,https://shop.teamsg.in/cdn/shop/files/1_f57bf612-76a4-4ec4-9bf6-d4bfd281c53c.png?v=1720241941&width=1920,,,,SG Radix cricket batting elbow guard,Made from premium quality high density foam Pre-shaped in linen casing with high quality PU. Soft absorbent toweled back. Solid thermoplastic polyurethane insert in front for added protection. Towel and fine elastic hook and loop straps. Available in size Adult. Size: Circumference : 25 - 28 CM Quantity: (One) 1 Number,,,,,,,,,,,,,,,,,
sg-aerotech-2-0-cricket-helmet,SG Aerotech 2.0 Cricket Helmet,"<p>The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensional stability dissipates and absorbs shocks across the entire shell Ethylene Vinyl Acetate foam pads with ventilated airflows known for high durability and sturdiness even at low-temperatures. Is the best available material to withstand impact without cracking or breaking Ergonomically designed steel visor for maximum safety and individual personalised fit Twin-featured inner fabric made of high sweat absorbing material with special mesh that assists in faster sweat evaporation</p>",TeamSG,Cricket Helmets,Cricket Helmet,,,Size,XS,,,,,SG01HE350033,,,,,,2899.0,2899.0,,,,https://shop.teamsg.in/cdn/shop/files/3_c9d62504-9869-47ae-ae0f-0681967c3d5a.png?v=1720000077&width=1920,,,,SG Aerotech 2.0 Cricket Helmet,"The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensional stability dissipates and absorbs shocks across the entire shell Ethylene Vinyl Acetate foam pads with ventilated airflows known for high durability and sturdiness even at low-temperatures. Is the best available material to withstand impact without cracking or breaking Ergonomically designed steel visor for maximum safety and individual personalised fit Twin-featured inner fabric made of high sweat absorbing material with special mesh that assists in faster sweat evaporation",,,,,,,,,,,,,,,,,
sg-aerotech-2-0-cricket-helmet,SG Aerotech 2.0 Cricket Helmet,"<p>The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensional stability dissipates and absorbs shocks across the entire shell Ethylene Vinyl Acetate foam pads with ventilated airflows known for high durability and sturdiness even at low-temperatures. Is the best available material to withstand impact without cracking or breaking Ergonomically designed steel visor for maximum safety and individual personalised fit Twin-featured inner fabric made of high sweat absorbing material with special mesh that assists in faster sweat evaporation</p>",TeamSG,Cricket Helmets,Cricket Helmet,,,Size,S,,,,,SG01HE350030,,,,,,2899.0,2899.0,,,,https://shop.teamsg.in/cdn/shop/files/3_c9d62504-9869-47ae-ae0f-0681967c3d5a.png?v=1720000077&width=1920,,,,SG Aerotech 2.0 Cricket Helmet,"The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensional stability dissipates and absorbs shocks across the entire shell Ethylene Vinyl Acetate foam pads with ventilated airflows known for high durability and sturdiness even at low-temperatures. Is the best available material to withstand impact without cracking or breaking Ergonomically designed steel visor for maximum safety and individual personalised fit Twin-featured inner fabric made of high sweat absorbing material with special mesh that assists in faster sweat evaporation",,,,,,,,,,,,,,,,,
sg-aerotech-2-0-cricket-helmet,SG Aerotech 2.0 Cricket Helmet,"<p>The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensional stability dissipates and absorbs shocks across the entire shell Ethylene Vinyl Acetate foam pads with ventilated airflows known for high durability and sturdiness even at low-temperatures. Is the best available material to withstand impact without cracking or breaking Ergonomically designed steel visor for maximum safety and individual personalised fit Twin-featured inner fabric made of high sweat absorbing material with special mesh that assists in faster sweat evaporation</p>",TeamSG,Cricket Helmets,Cricket Helmet,,,Size,M,,,,,SG01HE350031,,,,,,2899.0,2899.0,,,,https://shop.teamsg.in/cdn/shop/files/3_c9d62504-9869-47ae-ae0f-0681967c3d5a.png?v=1720000077&width=1920,,,,SG Aerotech 2.0 Cricket Helmet,"The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensional stability dissipates and absorbs shocks across the entire shell Ethylene Vinyl Acetate foam pads with ventilated airflows known for high durability and sturdiness even at low-temperatures. Is the best available material to withstand impact without cracking or breaking Ergonomically designed steel visor for maximum safety and individual personalised fit Twin-featured inner fabric made of high sweat absorbing material with special mesh that assists in faster sweat evaporation",,,,,,,,,,,,,,,,,
sg-aerotech-2-0-cricket-helmet,SG Aerotech 2.0 Cricket Helmet,"<p>The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensional stability dissipates and absorbs shocks across the entire shell Ethylene Vinyl Acetate foam pads with ventilated airflows known for high durability and sturdiness even at low-temperatures. Is the best available material to withstand impact without cracking or breaking Ergonomically designed steel visor for maximum safety and individual personalised fit Twin-featured inner fabric made of high sweat absorbing material with special mesh that assists in faster sweat evaporation</p>",TeamSG,Cricket Helmets,Cricket Helmet,,,Size,L,,,,,SG01HE350032,,,,,,2899.0,2899.0,,,,https://shop.teamsg.in/cdn/shop/files/3_c9d62504-9869-47ae-ae0f-0681967c3d5a.png?v=1720000077&width=1920,,,,SG Aerotech 2.0 Cricket Helmet,"The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensional stability dissipates and absorbs shocks across the entire shell Ethylene Vinyl Acetate foam pads with ventilated airflows known for high durability and sturdiness even at low-temperatures. Is the best available material to withstand impact without cracking or breaking Ergonomically designed steel visor for maximum safety and individual personalised fit Twin-featured inner fabric made of high sweat absorbing material with special mesh that assists in faster sweat evaporation",,,,,,,,,,,,,,,,,
sg-aerotech-2-0-cricket-helmet,SG Aerotech 2.0 Cricket Helmet,"<p>The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensional stability dissipates and absorbs shocks across the entire shell Ethylene Vinyl Acetate foam pads with ventilated airflows known for high durability and sturdiness even at low-temperatures. Is the best available material to withstand impact without cracking or breaking Ergonomically designed steel visor for maximum safety and individual personalised fit Twin-featured inner fabric made of high sweat absorbing material with special mesh that assists in faster sweat evaporation</p>",TeamSG,Cricket Helmets,Cricket Helmet,,,Size,XL,,,,,SG01HE350034,,,,,,2899.0,2899.0,,,,https://shop.teamsg.in/cdn/shop/files/3_c9d62504-9869-47ae-ae0f-0681967c3d5a.png?v=1720000077&width=1920,,,,SG Aerotech 2.0 Cricket Helmet,"The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensional stability dissipates and absorbs shocks across the entire shell Ethylene Vinyl Acetate foam pads with ventilated airflows known for high durability and sturdiness even at low-temperatures. Is the best available material to withstand impact without cracking or breaking Ergonomically designed steel visor for maximum safety and individual personalised fit Twin-featured inner fabric made of high sweat absorbing material with special mesh that assists in faster sweat evaporation",,,,,,,,,,,,,,,,,
sg-aerotech-2-0-cricket-helmet-xl,SG Aerotech 2.0 Cricket Helmet - XL,"<p>The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensio</p>",TeamSG,,,,,Size,XL,,,,,SG01HE350034,,,,,,2899.0,,,,,https://shop.teamsg.in/cdn/shop/files/3_c9d62504-9869-47ae-ae0f-0681967c3d5a.png?v=1720000077&width=1920,,,,SG Aerotech 2.0 Cricket Helmet - XL,"The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensio",,,,,,,,,,,,,,,,,
sg-aerotech-2-0-cricket-helmet-l,SG Aerotech 2.0 Cricket Helmet - L,"<p>The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensio</p>",TeamSG,,,,,Size,L,,,,,SG01HE350032,,,,,,2899.0,,,,,https://shop.teamsg.in/cdn/shop/files/3_c9d62504-9869-47ae-ae0f-0681967c3d5a.png?v=1720000077&width=1920,,,,SG Aerotech 2.0 Cricket Helmet - L,"The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensio",,,,,,,,,,,,,,,,,
sg-aerotech-2-0-cricket-helmet-m,SG Aerotech 2.0 Cricket Helmet - M,"<p>The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensio</p>",TeamSG,,,,,Size,M,,,,,SG01HE350031,,,,,,2899.0,,,,,https://shop.teamsg.in/cdn/shop/files/3_c9d62504-9869-47ae-ae0f-0681967c3d5a.png?v=1720000077&width=1920,,,,SG Aerotech 2.0 Cricket Helmet - M,"The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensio",,,,,,,,,,,,,,,,,
sg-aerotech-2-0-cricket-helmet-s,SG Aerotech 2.0 Cricket Helmet - S,"<p>The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensio</p>",TeamSG,,,,,Size,S,,,,,SG01HE350030,,,,,,2899.0,,,,,https://shop.teamsg.in/cdn/shop/files/3_c9d62504-9869-47ae-ae0f-0681967c3d5a.png?v=1720000077&width=1920,,,,SG Aerotech 2.0 Cricket Helmet - S,"The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensio",,,,,,,,,,,,,,,,,
sg-aerotech-2-0-cricket-helmet-xs,SG Aerotech 2.0 Cricket Helmet - XS,"<p>The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensio</p>",TeamSG,,,,,Size,XS,,,,,SG01HE350033,,,,,,2899.0,,,,,https://shop.teamsg.in/cdn/shop/files/3_c9d62504-9869-47ae-ae0f-0681967c3d5a.png?v=1720000077&width=1920,,,,SG Aerotech 2.0 Cricket Helmet - XS,"The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensio",,,,,,,,,,,,,,,,,
sg-aerotech-2-0-cricket-helmet-xl,SG Aerotech 2.0 Cricket Helmet - XL,"<p>The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensional stability dissipates and absorbs shocks across the entire shellEthylene Vinyl Acetate foam pads with ventilated airflows known for high durability and sturdiness even at low-temperatures. Is the best available material to withstand impact without cracking or breakingErgonomically designed steel visor for maximum safety and individual personalised fitTwin-featured inner fabric made of high sweat absorbing material with special mesh that assists in faster sweat evaporation</p>",TeamSG,Cricket Helmets,Cricket Helmet,,,Size,XL,,,,,SG01HE350034,,,,,,2899.0,,,,,https://shop.teamsg.in/cdn/shop/files/3_c9d62504-9869-47ae-ae0f-0681967c3d5a.png?v=1720000077&width=1920,,,,SG Aerotech 2.0 Cricket Helmet,"The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensio",,,,,,,,,,,,,,,,,
sg-aerotech-2-0-cricket-helmet-l,SG Aerotech 2.0 Cricket Helmet - L,"<p>The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensional stability dissipates and absorbs shocks across the entire shellEthylene Vinyl Acetate foam pads with ventilated airflows known for high durability and sturdiness even at low-temperatures. Is the best available material to withstand impact without cracking or breakingErgonomically designed steel visor for maximum safety and individual personalised fitTwin-featured inner fabric made of high sweat absorbing material with special mesh that assists in faster sweat evaporation</p>",TeamSG,Cricket Helmets,Cricket Helmet,,,Size,L,,,,,SG01HE350032,,,,,,2899.0,,,,,https://shop.teamsg.in/cdn/shop/files/3_c9d62504-9869-47ae-ae0f-0681967c3d5a.png?v=1720000077&width=1920,,,,SG Aerotech 2.0 Cricket Helmet,"The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensio",,,,,,,,,,,,,,,,,
sg-aerotech-2-0-cricket-helmet-m,SG Aerotech 2.0 Cricket Helmet - M,"<p>The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensional stability dissipates and absorbs shocks across the entire shellEthylene Vinyl Acetate foam pads with ventilated airflows known for high durability and sturdiness even at low-temperatures. Is the best available material to withstand impact without cracking or breakingErgonomically designed steel visor for maximum safety and individual personalised fitTwin-featured inner fabric made of high sweat absorbing material with special mesh that assists in faster sweat evaporation</p>",TeamSG,Cricket Helmets,Cricket Helmet,,,Size,M,,,,,SG01HE350031,,,,,,2899.0,,,,,https://shop.teamsg.in/cdn/shop/files/3_c9d62504-9869-47ae-ae0f-0681967c3d5a.png?v=1720000077&width=1920,,,,SG Aerotech 2.0 Cricket Helmet,"The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensio",,,,,,,,,,,,,,,,,
sg-aerotech-2-0-cricket-helmet-s,SG Aerotech 2.0 Cricket Helmet - S,"<p>The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensional stability dissipates and absorbs shocks across the entire shellEthylene Vinyl Acetate foam pads with ventilated airflows known for high durability and sturdiness even at low-temperatures. Is the best available material to withstand impact without cracking or breakingErgonomically designed steel visor for maximum safety and individual personalised fitTwin-featured inner fabric made of high sweat absorbing material with special mesh that assists in faster sweat evaporation</p>",TeamSG,Cricket Helmets,Cricket Helmet,,,Size,S,,,,,SG01HE350030,,,,,,2899.0,,,,,https://shop.teamsg.in/cdn/shop/files/3_c9d62504-9869-47ae-ae0f-0681967c3d5a.png?v=1720000077&width=1920,,,,SG Aerotech 2.0 Cricket Helmet,"The SG Aerotech Cricket Helmet is designed for maximum protection and comfort. It features a high-impact polypropylene shell, a fully adjustable steel grill Lightweight Polypropylene outer shell – because of its high flexural strength gives tremendous impact resistance Polystyrene inner shell – because of good dimensio",,,,,,,,,,,,,,,,,
